id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score,
1592,lbm,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.242148452,0.242148452,0%
1593,mcf,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.402059386,0.402059386,0%
1594,milc,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.080953967,0.080953967,0%
1595,omnetpp,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.763121007,0.763121007,0%
1596,astar,SHiP-Deadblock DRRIP with Streaming Adaptive Bypass (SHiP-DB-DRRIP-SA),"This policy fuses SHiP-lite PC-based reuse prediction with a tiny per-block dead-block detector (1-bit), using DRRIP (SRRIP/BRRIP) set-dueling for global adaptivity. Streaming detection is enhanced by tracking near-monotonic address deltas and reuses a compact 2-bit per-set streaming counter. Dead-block bits are updated on eviction and periodically decayed. If a block’s dead-bit is set or the streaming detector triggers, the block is bypassed (inserted at LRU). Otherwise, insertion depth is determined by SHiP-hotness and DRRIP-dueling: hot signatures get MRU, cold get distant, with global PSEL adapting between SRRIP and BRRIP. This hybrid approach boosts hit rates for control-dominated and phase-changing workloads (via SHiP and DRRIP), curbs pollution from streaming and memory-bound phases (via adaptive bypass and dead-block detection), and fits within 64 KiB metadata by using compact dead-bit arrays and counters.",,ChampSim_CRC2/new_policies/021_02_ship_deadblock_drrip_with_streaming_adaptive_bypass__ship_db_drrip_sa_t07.cc,0.045124665,0.045124665,0%
1597,lbm,SHiP-Deadblock DRRIP with Streaming Adaptive Bypass (SHiP-DB-DRRIP-SA),"This policy fuses SHiP-lite PC-based reuse prediction with a tiny per-block dead-block detector (1-bit), using DRRIP (SRRIP/BRRIP) set-dueling for global adaptivity. Streaming detection is enhanced by tracking near-monotonic address deltas and reuses a compact 2-bit per-set streaming counter. Dead-block bits are updated on eviction and periodically decayed. If a block’s dead-bit is set or the streaming detector triggers, the block is bypassed (inserted at LRU). Otherwise, insertion depth is determined by SHiP-hotness and DRRIP-dueling: hot signatures get MRU, cold get distant, with global PSEL adapting between SRRIP and BRRIP. This hybrid approach boosts hit rates for control-dominated and phase-changing workloads (via SHiP and DRRIP), curbs pollution from streaming and memory-bound phases (via adaptive bypass and dead-block detection), and fits within 64 KiB metadata by using compact dead-bit arrays and counters.",,ChampSim_CRC2/new_policies/021_02_ship_deadblock_drrip_with_streaming_adaptive_bypass__ship_db_drrip_sa_t07.cc,0.058753172,0.058753172,0%
1598,mcf,SHiP-Deadblock DRRIP with Streaming Adaptive Bypass (SHiP-DB-DRRIP-SA),"This policy fuses SHiP-lite PC-based reuse prediction with a tiny per-block dead-block detector (1-bit), using DRRIP (SRRIP/BRRIP) set-dueling for global adaptivity. Streaming detection is enhanced by tracking near-monotonic address deltas and reuses a compact 2-bit per-set streaming counter. Dead-block bits are updated on eviction and periodically decayed. If a block’s dead-bit is set or the streaming detector triggers, the block is bypassed (inserted at LRU). Otherwise, insertion depth is determined by SHiP-hotness and DRRIP-dueling: hot signatures get MRU, cold get distant, with global PSEL adapting between SRRIP and BRRIP. This hybrid approach boosts hit rates for control-dominated and phase-changing workloads (via SHiP and DRRIP), curbs pollution from streaming and memory-bound phases (via adaptive bypass and dead-block detection), and fits within 64 KiB metadata by using compact dead-bit arrays and counters.",,ChampSim_CRC2/new_policies/021_02_ship_deadblock_drrip_with_streaming_adaptive_bypass__ship_db_drrip_sa_t07.cc,0.214312084,0.214312084,0%
1599,milc,SHiP-Deadblock DRRIP with Streaming Adaptive Bypass (SHiP-DB-DRRIP-SA),"This policy fuses SHiP-lite PC-based reuse prediction with a tiny per-block dead-block detector (1-bit), using DRRIP (SRRIP/BRRIP) set-dueling for global adaptivity. Streaming detection is enhanced by tracking near-monotonic address deltas and reuses a compact 2-bit per-set streaming counter. Dead-block bits are updated on eviction and periodically decayed. If a block’s dead-bit is set or the streaming detector triggers, the block is bypassed (inserted at LRU). Otherwise, insertion depth is determined by SHiP-hotness and DRRIP-dueling: hot signatures get MRU, cold get distant, with global PSEL adapting between SRRIP and BRRIP. This hybrid approach boosts hit rates for control-dominated and phase-changing workloads (via SHiP and DRRIP), curbs pollution from streaming and memory-bound phases (via adaptive bypass and dead-block detection), and fits within 64 KiB metadata by using compact dead-bit arrays and counters.",,ChampSim_CRC2/new_policies/021_02_ship_deadblock_drrip_with_streaming_adaptive_bypass__ship_db_drrip_sa_t07.cc,0.009520482,0.009520482,0%
1600,omnetpp,SHiP-Deadblock DRRIP with Streaming Adaptive Bypass (SHiP-DB-DRRIP-SA),"This policy fuses SHiP-lite PC-based reuse prediction with a tiny per-block dead-block detector (1-bit), using DRRIP (SRRIP/BRRIP) set-dueling for global adaptivity. Streaming detection is enhanced by tracking near-monotonic address deltas and reuses a compact 2-bit per-set streaming counter. Dead-block bits are updated on eviction and periodically decayed. If a block’s dead-bit is set or the streaming detector triggers, the block is bypassed (inserted at LRU). Otherwise, insertion depth is determined by SHiP-hotness and DRRIP-dueling: hot signatures get MRU, cold get distant, with global PSEL adapting between SRRIP and BRRIP. This hybrid approach boosts hit rates for control-dominated and phase-changing workloads (via SHiP and DRRIP), curbs pollution from streaming and memory-bound phases (via adaptive bypass and dead-block detection), and fits within 64 KiB metadata by using compact dead-bit arrays and counters.",,ChampSim_CRC2/new_policies/021_02_ship_deadblock_drrip_with_streaming_adaptive_bypass__ship_db_drrip_sa_t07.cc,0.001151215,0.001151215,0%
1601,all,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.365153858,0.365153858,37%
1602,astar,DRRIP-BIP with Streaming Bypass and Signature-Guided Insertion (DRRIP-BIP-SB-SIG),"This policy combines DRRIP (Dynamic RRIP) with BIP (Bimodal Insertion Policy) set-dueling, a lightweight streaming detector for monotonic access patterns, and a compact PC signature table to bias insertion depth. DRRIP adaptively chooses between SRRIP and BRRIP using a 10-bit PSEL and 64 leader sets, while BIP occasionally inserts at MRU to retain blocks with potential reuse. Streaming sets are detected via stride monotonicity and bypassed (not inserted) to avoid pollution from workloads like lbm. For non-streaming sets, insertion depth is further biased by a 2-bit outcome counter indexed by a 5-bit PC signature: hot signatures get MRU, others get distant RRPV. This hybrid approach improves adaptivity to phase changes (milc, omnetpp), reduces pollution from streaming (lbm), and leverages signature-guided insertion for control-dominated workloads (astar, mcf). All metadata fits within 64 KiB by using 2-bit RRPV, 2-bit outcome counters, and compact streaming/leader set bits.",,ChampSim_CRC2/new_policies/022_00_drrip_bip_with_streaming_bypass_and_signature_guided_insertion__drrip_bip_sb_sig_t02.cc,0.432173915,0.432173915,0%
1603,lbm,DRRIP-BIP with Streaming Bypass and Signature-Guided Insertion (DRRIP-BIP-SB-SIG),"This policy combines DRRIP (Dynamic RRIP) with BIP (Bimodal Insertion Policy) set-dueling, a lightweight streaming detector for monotonic access patterns, and a compact PC signature table to bias insertion depth. DRRIP adaptively chooses between SRRIP and BRRIP using a 10-bit PSEL and 64 leader sets, while BIP occasionally inserts at MRU to retain blocks with potential reuse. Streaming sets are detected via stride monotonicity and bypassed (not inserted) to avoid pollution from workloads like lbm. For non-streaming sets, insertion depth is further biased by a 2-bit outcome counter indexed by a 5-bit PC signature: hot signatures get MRU, others get distant RRPV. This hybrid approach improves adaptivity to phase changes (milc, omnetpp), reduces pollution from streaming (lbm), and leverages signature-guided insertion for control-dominated workloads (astar, mcf). All metadata fits within 64 KiB by using 2-bit RRPV, 2-bit outcome counters, and compact streaming/leader set bits.",,ChampSim_CRC2/new_policies/022_00_drrip_bip_with_streaming_bypass_and_signature_guided_insertion__drrip_bip_sb_sig_t02.cc,0.413805503,0.413805503,0%
